ID,Fire,Plot_ID,PlotID_noyr,Year,Species,OMU,DBH,TotHeight,LYHeight,LYGrowth,BudScars,Sprouts,Tally,Comments,fire_year,seed_estab_yr,post_fire_estab,max_ht,value,Visit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
345,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,1.0,143.0,130.0,13.0,8,NA,49,"50-150cm, budscars vary from 6-11 [more information about budscars on back of scanned document].",2008,2014,6,NA,NA,revisit
NA,GON,GON002,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,22,1,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,112,1,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,112,4,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,112,4,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,112,4,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,112,4,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,112,1,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,112,2,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,112,2,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,112,5,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,112,8,revisit
NA,GON,GON006,NA,2019,PILA,NA,NA,NA,NA,NA,0,NA,NA,NA,2002,2019,17,30,2,revisit
NA,GON,GON006,NA,2019,PILA,NA,NA,NA,NA,NA,0,NA,NA,NA,2002,2019,17,30,2,revisit
NA,GON,GON006,NA,2019,PILA,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,30,2,revisit
NA,GON,GON006,NA,2019,PILA,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,30,2,revisit
NA,GON,GON006,NA,2019,PIPJ,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,104,1,revisit
NA,GON,GON019,NA,2019,ABMA,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,36.5,1,revisit
NA,GON,GON019,NA,2019,ABMA,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,36.5,1,revisit
NA,GON,GON019,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,36.5,1,revisit
NA,GON,GON020,NA,2019,PIPJ,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,52,1,revisit
NA,GON,GON020,NA,2019,PIPJ,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,52,2,revisit
NA,GON,GON020,NA,2019,PIPJ,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,52,2,revisit
NA,GON,GON020,NA,2019,PIPJ,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,52,1,revisit
NA,GON,GON020,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,36,2,revisit
NA,GON,GON020,NA,2019,ABIES,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,36,2,revisit
NA,GON,GON020,NA,2019,ABIES,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,36,1,revisit
NA,GON,GON020,NA,2019,ABIES,NA,NA,NA,NA,NA,4,NA,NA,NA,2002,2015,13,36,2,revisit
NA,GON,GON020,NA,2019,ABIES,NA,NA,NA,NA,NA,4,NA,NA,NA,2002,2015,13,36,2,revisit
NA,GON,GON020,NA,2019,ABIES,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,36,1,revisit
NA,GON,GON022,NA,2019,ABCO,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,19,1,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,84,2,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,84,2,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,84,5,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,84,5,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,84,5,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,84,5,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,84,5,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,84,1,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,84,4,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,84,4,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,84,4,revisit
NA,GON,GON027,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,84,4,revisit
NA,GON,GON027,NA,2019,PIPJ,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,53,1,revisit
NA,GON,GON040,NA,2019,ABCO,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,2,revisit
NA,GON,GON040,NA,2019,ABCO,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,49,2,revisit
NA,GON,GON040,NA,2019,ABCO,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,49,1,revisit
NA,GON,GON041,NA,2019,ABMA,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,5,1,revisit
NA,GON,GON041,NA,2019,ABMA,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,5,1,revisit
NA,GON,GON041,NA,2019,PIMO,NA,NA,NA,NA,NA,0,NA,NA,NA,2002,2019,17,4,1,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,3,NA,NA,NA,2002,2016,14,0.94,1,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,0.94,2,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,0.94,2,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,0.94,2,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,7,NA,NA,NA,2002,2012,10,0.94,2,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,0.94,1,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,0.94,5,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,GON,GON043,NA,2019,ABMA,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,0.94,9,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,100,1,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,8,NA,NA,NA,2002,2011,9,100,1,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,100,1,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,100,4,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,100,4,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,100,4,revisit
NA,SHR,SHR001,NA,2019,PIPJ,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,100,4,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,43,2,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,5,NA,NA,NA,2002,2014,12,43,2,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,6,NA,NA,NA,2002,2013,11,43,1,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,43,3,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,43,3,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,9,NA,NA,NA,2002,2010,8,43,3,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,43,4,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,43,4,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,43,4,revisit
NA,SHR,SHR001,NA,2019,ABCO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,43,4,revisit
NA,SHR,SHR001,NA,2019,PICO,NA,NA,NA,NA,NA,2,NA,NA,NA,2002,2017,15,50,1,revisit
NA,SHR,SHR001,NA,2019,PICO,NA,NA,NA,NA,NA,12,NA,NA,NA,2002,2007,5,50,1,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
NA,SHR,SHR004,NA,2019,ABIES,NA,NA,NA,NA,NA,1,NA,NA,NA,2002,2018,16,49,9,revisit
